0.000000000000000000e+00,3.738469075834235066e-04
1.000834028356964167e-01,1.103467071839214948e-02
2.001668056713928334e-01,1.703877637206648032e-02
3.002502085070892224e-01,5.562761528898619613e-03
4.003336113427856668e-01,2.076777536224913567e-03
5.004170141784820558e-01,3.555223461711685962e-03
6.005004170141784448e-01,3.613225101934700728e-02
7.005838198498748337e-01,1.396949980474793997e-02
8.006672226855713337e-01,5.630365340002339673e-03
9.007506255212677226e-01,1.803343743343783937e-04
1.000834028356964112e+00,3.818118222376806065e-02
1.100917431192660612e+00,3.085652159926661336e-02
1.201000834028356890e+00,7.735579011925409684e-04
1.301084236864053167e+00,1.597299130403327660e-02
1.401167639699749667e+00,1.114305443206636652e-03
1.501251042535446167e+00,1.003877688842616696e-02
1.601334445371142667e+00,1.667776519655606027e-02
1.701417848206838945e+00,1.424596465326553700e-02
1.801501251042535445e+00,2.524668750776933729e-02
1.901584653878231945e+00,3.652746459955721198e-03
2.001668056713928223e+00,6.887720643366963553e-05
2.101751459549624279e+00,4.037915345197923972e-02
2.201834862385321223e+00,1.303663700614370209e-02
2.301918265221017723e+00,7.063153285759146693e-02
2.402001668056713779e+00,2.610337656682340784e-03
2.502085070892410279e+00,1.308000901089738984e-03
2.602168473728106335e+00,4.926705385836388854e-03
2.702251876563803279e+00,1.203346710138886513e-02
2.802335279399499335e+00,1.335842842929456376e-02
2.902418682235195835e+00,1.290803642875641526e-02
3.002502085070892335e+00,3.214177137801703995e-03
3.102585487906588835e+00,3.076513930384782228e-02
3.202668890742285335e+00,1.871401905676469335e-03
3.302752293577981391e+00,2.326640288392862153e-03
3.402835696413677891e+00,4.344377644288177458e-03
3.502919099249374391e+00,1.419625445293596581e-03
3.603002502085070891e+00,1.463771667288767640e-02
3.703085904920766946e+00,4.462266549081255612e-03
3.803169307756463891e+00,1.056389985760515342e-02
3.903252710592159502e+00,5.659359368055875798e-03
4.003336113427856446e+00,4.093253835140580645e-03
4.103419516263553390e+00,1.052728311497733594e-03
4.203502919099248558e+00,1.294979236931040507e-02
4.303586321934945502e+00,3.303395950978211745e-03
4.403669724770642446e+00,2.700451844354630464e-03
4.503753127606338502e+00,2.744941780562896744e-03
4.603836530442035446e+00,3.998199967825648966e-04
4.703919933277730614e+00,5.120766535609562464e-03
4.804003336113427558e+00,1.458914613068999170e-03
4.904086738949124502e+00,2.054730939894442929e-03
5.004170141784820558e+00,1.717773696283471027e-02
5.104253544620516614e+00,1.157248006176874941e-02
5.204336947456212670e+00,1.698299872372123877e-03
5.304420350291909614e+00,1.813841837681716071e-02
5.404503753127606558e+00,7.746255920129492198e-03
5.504587155963302614e+00,1.151438198209318517e-02
5.604670558798998670e+00,1.937863539026479657e-03
5.704753961634695614e+00,2.017925548990478785e-03
5.804837364470391670e+00,6.361238919469119728e-03
5.904920767306088614e+00,1.920865194516311117e-02
6.005004170141784670e+00,1.351847514203145806e-02
6.105087572977480725e+00,3.071562363715209330e-03
6.205170975813177670e+00,2.719679003536064257e-03
6.305254378648873725e+00,2.101324392732514812e-04
6.405337781484570669e+00,2.268850945147674047e-02
6.505421184320266725e+00,1.185156619106230748e-02
6.605504587155962781e+00,3.060484629504021427e-03
6.705587989991659725e+00,5.220240838507408596e-03
6.805671392827355781e+00,1.287911120869647368e-02
6.905754795663051837e+00,5.153808768746868420e-03
7.005838198498748781e+00,9.108490264285323129e-03
7.105921601334444837e+00,8.356190545489451671e-03
7.206005004170141781e+00,1.677921042288086848e-02
7.306088407005837837e+00,6.271869976275407967e-03
7.406171809841533893e+00,3.703969602446779193e-03
7.506255212677230837e+00,9.163454128951777772e-03
7.606338615512927781e+00,2.025971705727585420e-02
7.706422018348623837e+00,5.205648047831940017e-03
7.806505421184319005e+00,8.165578099300472084e-03
7.906588824020015949e+00,6.108569071797466735e-03
8.006672226855712893e+00,2.969814309368754013e-03
8.106755629691409837e+00,1.438759147006895113e-03
8.206839032527106781e+00,2.077893729950260862e-04
8.306922435362801949e+00,2.732202550654656836e-03
8.407005838198497116e+00,5.623911129763411489e-03
8.507089241034194060e+00,5.981693824261394114e-03
8.607172643869891004e+00,8.161745880489689603e-03
8.707256046705587949e+00,4.463113949465256415e-04
8.807339449541284893e+00,1.251989991817888028e-03
8.907422852376980060e+00,3.045704359457236318e-03
9.007506255212677004e+00,1.087749937381984585e-04
9.107589658048373948e+00,4.852902806574362071e-03
9.207673060884070892e+00,1.188601958756722171e-02
9.307756463719766060e+00,4.195444202043993077e-03
9.407839866555461228e+00,7.089045672725406016e-05
9.507923269391158172e+00,1.259974053346750444e-02
9.608006672226855116e+00,1.969559349918700852e-03
9.708090075062552060e+00,1.592833773648259441e-02
9.808173477898249004e+00,2.778035207087623838e-03
9.908256880733944172e+00,5.751142437392523996e-03
1.000834028356964112e+01,5.967837704646955510e-04
1.010842368640533806e+01,1.121147639638297045e-03
1.020850708924103323e+01,5.912912800187420000e-03
1.030859049207673017e+01,2.118127573795907520e-03
1.040867389491242534e+01,1.010332219459635951e-02
1.050875729774812228e+01,2.155862435802692254e-03
1.060884070058381923e+01,5.033993392922046090e-03
1.070892410341951617e+01,3.124720387397260206e-03
1.080900750625521312e+01,2.419515043804259385e-03
1.090909090909091006e+01,4.052192583202088652e-03
1.100917431192660523e+01,1.704509519724355018e-03
1.110925771476230040e+01,1.023264141141969497e-03
1.120934111759799734e+01,5.971899942436328761e-04
1.130942452043369428e+01,2.497658436588890730e-03
1.140950792326939123e+01,2.129211341329515211e-03
1.150959132610508640e+01,1.962279584709201617e-04
1.160967472894078334e+01,1.848841423886684156e-04
1.170975813177648028e+01,9.170074513515311663e-05
1.180984153461217723e+01,2.855050225409775516e-03
1.190992493744787240e+01,7.102580576337809556e-04
1.201000834028356934e+01,8.844157765139514958e-04
1.211009174311926451e+01,3.414836422477943341e-03
1.221017514595496145e+01,8.959716662746739597e-04
1.231025854879065839e+01,1.505111479707382273e-03
1.241034195162635534e+01,6.491477590671395313e-04
1.251042535446205228e+01,1.318573757166790822e-03
1.261050875729774745e+01,1.938309966842741107e-03
1.271059216013344439e+01,5.353283103189205791e-04
1.281067556296914134e+01,6.528809753730307119e-04
